Date,Open,High,Low,Close,Volume
03.09.2018 00:00:00.000,66,67,65,65,0
03.09.2018 01:00:00.000,65,66,65,65,0
03.09.2018 02:00:00.000,65,65,65,65,0
03.09.2018 03:00:00.000,65,66,65,65,0
03.09.2018 04:00:00.000,65,65,64,65,0
03.09.2018 05:00:00.000,65,65,64,65,0
03.09.2018 06:00:00.000,65,65,65,65,0
03.09.2018 07:00:00.000,65,65,65,65,0
03.09.2018 08:00:00.000,65,65,65,65,0
03.09.2018 09:00:00.000,65,65,65,65,0
03.09.2018 10:00:00.000,65,65,65,65,0
03.09.2018 11:00:00.000,65,65,65,65,0
03.09.2018 12:00:00.000,65,65,65,65,0
03.09.2018 13:00:00.000,65,65,65,65,0
03.09.2018 14:00:00.000,65,65,65,65,0
03.09.2018 15:00:00.000,65,65,65,65,0
03.09.2018 16:00:00.000,65,65,65,65,0
03.09.2018 17:00:00.000,65,65,65,65,0
03.09.2018 18:00:00.000,65,65,65,65,0
03.09.2018 19:00:00.000,65,66,65,66,0
03.09.2018 20:00:00.000,66,66,66,66,0
03.09.2018 21:00:00.000,66,66,66,66,0
03.09.2018 22:00:00.000,66,66,65,65,0
03.09.2018 23:00:00.000,65,66,65,65,0
04.09.2018 00:00:00.000,65,66,65,66,0
04.09.2018 01:00:00.000,66,67,66,67,0
04.09.2018 02:00:00.000,67,68,67,67,0
04.09.2018 03:00:00.000,67,67,67,67,0
04.09.2018 04:00:00.000,67,67,66,67,0
04.09.2018 05:00:00.000,67,67,66,67,0
04.09.2018 06:00:00.000,67,67,66,67,0
04.09.2018 07:00:00.000,66,67,66,67,0
04.09.2018 08:00:00.000,67,67,67,67,0
04.09.2018 09:00:00.000,67,68,67,67,0
04.09.2018 10:00:00.000,67,68,67,68,0
04.09.2018 11:00:00.000,68,69,68,69,0
04.09.2018 12:00:00.000,69,69,68,68,0
04.09.2018 13:00:00.000,68,69,68,68,0
04.09.2018 14:00:00.000,68,69,68,68,0
04.09.2018 15:00:00.000,68,69,68,69,0
04.09.2018 16:00:00.000,69,69,69,69,0
04.09.2018 17:00:00.000,69,69,69,69,0
04.09.2018 18:00:00.000,69,69,68,69,0
04.09.2018 19:00:00.000,69,69,68,68,0
04.09.2018 20:00:00.000,68,68,68,68,0
04.09.2018 21:00:00.000,68,69,68,68,0
04.09.2018 22:00:00.000,68,68,68,68,0
04.09.2018 23:00:00.000,68,68,68,68,0
05.09.2018 00:00:00.000,68,68,68,68,0
05.09.2018 01:00:00.000,68,68,68,68,0
05.09.2018 02:00:00.000,68,68,68,68,0
05.09.2018 03:00:00.000,68,68,68,68,0
05.09.2018 04:00:00.000,68,68,68,68,0
05.09.2018 05:00:00.000,68,68,67,68,0
05.09.2018 06:00:00.000,68,68,68,68,0
05.09.2018 07:00:00.000,68,68,68,68,0
05.09.2018 08:00:00.000,68,68,68,68,0
05.09.2018 09:00:00.000,68,68,68,68,0
05.09.2018 10:00:00.000,65,65,61,62,0
